userId,productId,score
33257035290,13374940,5
33257035290,63012845,2
33257035290,56868705,4
33257035290,68539533,3
33257035290,21388592,3
33257035290,61161107,2
33257035290,16459400,2
33257035290,33793162,5
33257035290,14607735,4
34501303449,72425075,3
34501303449,25663913,5
34501303449,99036424,3
34501303449,14572645,2
34501303449,53496261,5
34501303449,65788694,2
34501303449,90930614,4
34501303449,96416860,2
34501303449,49727633,4
34501303449,22676686,2
34501303449,91028674,2
34501303449,78024991,4
34501303449,11017113,3
34501303449,56095247,5
34501303449,32139700,2
34501303449,99043870,3
18957908008,52707591,3
18957908008,22948244,4
18957908008,78608988,5
18957908008,79457469,4
18957908008,67907119,5
18957908008,86785408,3
18957908008,33141439,4
18957908008,70453397,2
18957908008,82130273,5
18957908008,90121381,3
18957908008,88198636,3
18957908008,38329324,2
18957908008,96876027,5
18957908008,21464661,4
18957908008,70795381,2
18957908008,78578357,2
18957908008,73735625,5
21195440796,89592502,5
21195440796,44479713,5
21195440796,61573063,5
21195440796,62908690,2
21195440796,39568773,3
21195440796,34227788,4
21195440796,48102747,4
20195652059,50297618,5
20195652059,22382486,2
20195652059,71551539,2
20195652059,15431104,4
20195652059,46781282,5
20195652059,14387480,3
20195652059,75874744,3
20195652059,51469643,2
20195652059,30156444,5
20195652059,51679431,3
20195652059,63347610,2
20195652059,56265520,4
20195652059,98007701,5
20195652059,17340483,2
20195652059,99539071,5
20195652059,63376846,5
20195652059,78983514,3
20195652059,46655026,2
11546235696,40387058,2
11546235696,56551870,3
11546235696,99229416,4
11546235696,22448423,5
11546235696,78626523,2
11546235696,59268633,4
11546235696,44008157,2
62924734437,36540878,2
62924734437,85273556,3
62924734437,60738800,2
62924734437,77521169,4
62924734437,97594510,5
62924734437,45346956,4
62924734437,31200076,3
62924734437,81435206,4
62924734437,14618273,3
62924734437,55738001,3
62924734437,14499061,2
62924734437,33456523,3
62924734437,97643785,4
62924734437,26039279,2
62924734437,81157070,3
62924734437,25383148,3
62924734437,97299345,5
62924734437,95266782,5
52860626758,39514245,3
52860626758,48604457,2
52860626758,49079210,5
52860626758,93134406,5
52860626758,33347383,2
52860626758,75369869,3
52860626758,72373128,5
52860626758,79275186,2
52860626758,99586843,4
52860626758,20965185,4
52860626758,50185557,4
52860626758,55344289,3
52860626758,49009541,4
52860626758,94950774,2
52860626758,42600525,3
52860626758,13572474,3
52860626758,59584082,5
52860626758,12177253,2
76359078254,64742678,3
76359078254,10808136,3
76359078254,81721058,4
76359078254,91665307,5
76359078254,19501008,2
76359078254,14711662,5
15614464850,24189487,4
15614464850,23148836,4
15614464850,12742124,3
15614464850,25767625,2
15614464850,18832210,5
15614464850,57117878,4
15614464850,83613844,5
15614464850,82392226,4
15614464850,38953819,2
15614464850,35184894,4
15614464850,47310481,3
15614464850,34683195,5
15614464850,63916077,2
15614464850,86879948,5
15614464850,70453397,2
51923903607,73653181,3
51923903607,31697795,5
51923903607,47335315,2
51923903607,62876791,4
51923903607,11673613,2
51923903607,48626454,3
51923903607,55041784,3
51923903607,72233619,5
51923903607,38178085,4
51923903607,86420561,2
51923903607,18000727,3
51923903607,46401285,4
51923903607,64148197,2
51923903607,68501384,3
51923903607,62303346,5
51923903607,69024131,5
51923903607,86159904,4
51923903607,86019204,4
51923903607,83147703,3
51923903607,27874812,4
98756039419,82669891,5
98756039419,13364556,3
98756039419,47172261,4
98756039419,44832312,4
98756039419,85237736,4
98756039419,73815501,2
98756039419,91888330,2
66500573517,59333939,3
66500573517,15194546,3
66500573517,41025737,4
66500573517,55517965,2
66500573517,42195459,2
66500573517,20997667,5
66500573517,35217212,2
66500573517,67224471,4
83431973322,12074021,4
83431973322,70931868,3
83431973322,88773734,3
83431973322,71204763,2
83431973322,91109713,2
83431973322,53912502,4
83431973322,16285918,2
83431973322,23564799,3
83431973322,15048692,5
83431973322,69148722,2
83431973322,14871334,5
83431973322,60926174,2
83431973322,44311138,4
69542044005,39738207,5
69542044005,95398459,5
69542044005,98306848,3
69542044005,83280844,4
69542044005,46353124,2
69542044005,24534711,5
69542044005,49563566,4
69542044005,23620791,3
69542044005,96480210,4
69542044005,68585672,2
69542044005,30051859,5
69542044005,76230382,5
69542044005,26187618,2
92901318652,68045999,2
92901318652,50849847,3
92901318652,72916124,5
92901318652,46428607,5
92901318652,86462816,3
92901318652,14903760,3
24445872421,10017591,3
24445872421,35681575,5
24445872421,23880924,2
24445872421,84835941,2
24445872421,30668737,5
24445872421,99462645,5
24445872421,78328109,2
24445872421,72158671,3
24445872421,91997065,3
24445872421,74961958,5
24445872421,11673613,5
24445872421,11893880,3
24445872421,82145712,3
24445872421,79369625,2
24445872421,95432211,3
11037731006,53905055,2
11037731006,31828824,3
11037731006,47493729,2
11037731006,92114576,5
11037731006,21684994,3
46486353830,69772406,4
46486353830,79709862,4
46486353830,77388364,3
46486353830,69838605,5
46486353830,68418375,4
46486353830,96577255,2
46486353830,69935204,4
46486353830,38516554,5
46486353830,44929625,3
46486353830,61357718,2
46486353830,45611323,5
38667582248,68788159,2
38667582248,23814698,2
38667582248,11855057,3
38667582248,29817492,4
38667582248,68127718,4
38667582248,37911312,4
38667582248,80175161,3
38667582248,17114156,4
38667582248,54528679,4
38667582248,82564076,5
38667582248,94417533,2
10893822197,90510003,3
10893822197,87196556,3
10893822197,40376246,3
10893822197,85817492,5
10893822197,59238369,3
10893822197,48900605,4
10893822197,91086677,2
10893822197,19208693,2
10893822197,71982083,4
10893822197,48547115,3
10893822197,61441886,2
10893822197,24634093,4
10893822197,41319147,3
10893822197,89450660,2
10893822197,89373811,5
10893822197,56469326,4
10893822197,37853364,5
10893822197,23450078,3
10893822197,14618273,4
10893822197,48233415,5
92241432503,15899818,3
92241432503,90289167,5
92241432503,67403342,4
92241432503,44526226,2
92241432503,30706543,3
92241432503,55630082,2
92241432503,88773841,4
92241432503,90154318,3
92241432503,53829765,5
92241432503,61324788,2
92241432503,44227374,3
33727197051,13648235,3
33727197051,68521057,2
33727197051,35335665,5
33727197051,15193489,4
33727197051,26826040,4
33727197051,46568615,5
33727197051,40143439,3
33727197051,57803164,5
33727197051,89265715,4
33727197051,90969603,2
33727197051,71458757,5
33727197051,38283484,5
33727197051,26924051,3
33727197051,73030602,3
33727197051,92046783,2
33727197051,70225566,3
33727197051,79194567,2
33727197051,11130338,5
33727197051,46594907,4
33727197051,76290261,4
74776558783,81761208,2
74776558783,21426848,3
74776558783,69051513,3
74776558783,22937778,5
74776558783,56469326,5
74776558783,65502335,3
74776558783,29851251,2
